Time, Ch01, Ch02, Ch03, Ch04, Ch05, Ch06, Ch07, Ch08, Ch09, Ch10, Ch11, Ch12, Ch13
0.76,-200000,-200000,-200000,-200000,-200000,-200000,46376.8046875,9134.5029296875,83439144,39857716,6039047,5889979,49680.55078125
0.764,-200000,-200000,-200000,-200000,-200000,-200000,44460.80078125,9462.515625,89539200,41245696,6249347,5889979,49761.9375
0.768,-200000,-200000,-200000,-200000,-200000,-200000,45283.9609375,9655.625,93231088,42905644,6500854.5,5889979,50590.9921875
0.772,-200000,-200000,-200000,-200000,-200000,-200000,47211.69921875,9712.2060546875,94326952,44712692,6774649.5,5889979,50592.33203125
0.776,-200000,-200000,-200000,-200000,-200000,-200000,46652.3671875,9633.099609375,92796608,46553292,7053528,5889979,49736.5
0.78,-200000,-200000,-200000,-200000,-200000,-200000,44675.26171875,9421.560546875,88765800,48328128,7322443,5889979,49634.9375
0.784,-200000,-200000,-200000,-200000,-200000,-200000,45075.0625,9083.1591796875,82503784,49954112,7568804,5889979,50539.375
0.788,-200000,-200000,-200000,-200000,-200000,-200000,46989.8984375,8625.6123046875,74401192,51365440,7782641.5,5889979,50691.32421875
0.792,-200000,-200000,-200000,-200000,-200000,-200000,46887.94921875,8058.59619140625,64940972,52513880,7956647,8086102.5,49812.23046875
0.796,-200000,-200000,-200000,-200000,-200000,-200000,44973.46875,7393.50537109375,54663924,53368280,8086102.5,8086102.5,49554.13671875
0.8,-200000,-200000,-200000,-200000,-200000,-200000,44883.83203125,6643.16943359375,44131700,53913484,8168709.5,8086102.5,50448.01953125
